session_id;answered_at;attempt_order;italian_word;clue_language;clue;user_answer;is_correct;error_type;error_type_tr;similarity_score;confused_with;task_attempt_number;is_first_try_correct;source_file
20260722_023818;2026-07-22 02:44:58;55;Pensare;İngilizce;To think;pensare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:02;56;Ricevere;İngilizce;To recieve;ricevere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:07;57;Presente;Türkçe;Mevcut / Şimdiki / Hazır bulunan;presente;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:17;58;Tra/Fra due anni;İngilizce;In two years;Tra/Fra due anni;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:20;59;Durante;İngilizce;During;durante;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:25;60;Fine Settimana;Türkçe;Hafta sonu;fine settimana;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:28;61;Adesso;Türkçe;Şimdi;adesso;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:31;62;Parlare;İngilizce;To speak;parlare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:33;63;Ieri;İngilizce;Yesterday;ieri;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:38;64;Rendere;Türkçe;Hale getirmek;cambiare;False;confused_with_another_word;Başka kelimeyle karıştırma;0.267;Cambiare;1;False;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:45;65;Mese;İngilizce;Month;mese;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:49;66;Altro;Türkçe;Başka / Diğer / Bir tane daha;altro;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:45:57;67;Cambiare;İngilizce;To change;cambiare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:06;68;Mezzo di trasporto;Türkçe;Ulaşım Aracı;mezzo di trasporto;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:12;69;Due anni fa;Türkçe;İki yıl önce;due anni fa;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:15;70;Giorno;Türkçe;Gün;giorno;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:21;71;Oggi;İngilizce;Today;giorni;False;unknown_or_semantic_error;Bilinmeyen veya anlamsal hata;0.4;;1;False;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:27;72;Volere;İngilizce;To want;volere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:30;73;Ciao;Türkçe;Merhaba;ciao;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:34;74;Due anni fa;İngilizce;Two years ago;due anni fa;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:37;75;Domani;Türkçe;Yarın;domani;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:40;76;Vita;İngilizce;Life;vita;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:44;77;Sbagliato;Türkçe;Yanlış / Hatalı;sbagliato;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:47;78;Dovere;İngilizce;Must/ to have to;dovere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:50;79;Oggi;İngilizce;Today;oggi;True;correct;Doğru;1.0;;2;False;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:53;80;Facile;İngilizce;Easy;facile;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:46:57;81;Strada;Türkçe;Yol / Cadde / Sokak;strada;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:01;82;Potere;İngilizce;Can/ to be able to;potere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:05;83;Azione;İngilizce;Action;azione;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:08;84;Tempo;Türkçe;Zaman;tempo;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:14;85;A Domani;İngilizce;See you tomorrow;A Domani;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:17;86;Ciao;İngilizce;hi;ciao;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:28;87;Domani;İngilizce;Tomorrow;domani;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:34;88;Giorno;İngilizce;Day;giorno;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:40;89;Difficile;Türkçe;Zor;difficile;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:44;90;Cambiare;Türkçe;Değiştirmek / Değişmek;cambiare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:48;91;Assenza;Türkçe;Yokluk / Bulunmama;assenza;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:52;92;Benvenuto;İngilizce;Welcome;benvenuto;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:47:56;93;Prima;Türkçe;Önce/Daha önce;prima;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:01;94;Dormire;İngilizce;To sleep;dormire;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:04;95;Senza;İngilizce;Without;senza;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:07;96;Prendere;Türkçe;Almak/Binmek;prendere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:10;97;Sapere;Türkçe;Bilmek;sapere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:14;98;Facile;Türkçe;Kolay;facile;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:17;99;Presente;İngilizce;Present / Current;presente;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:19;100;Prima;İngilizce;Before/Earlier;prima;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:24;101;Sogno;Türkçe;Hayal;sogno;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:27;102;Oggi;Türkçe;Bugün;oggi;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:30;103;Sapere;İngilizce;To know;sapere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:34;104;Qualcosa;Türkçe;Bir şey;qualcosa;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:37;105;Rendere;İngilizce;To make/To render;rendere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:42;106;Assenza;İngilizce;Absence;assenza;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:50;107;Essere;Türkçe;Olmak;essere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:48:55;108;Durante;Türkçe;Sırasında / Boyunca;durante;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:00;109;Pensare;Türkçe;Düşünmek;pensare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:10;110;Diverso;Türkçe;Farklı/Çeşitli;diverso;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:14;111;Indicare;Türkçe;Göstermek / Belirtmek;indicare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:18;112;Benvenuto;Türkçe;Hoş geldin;benvenuto;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:23;113;Rendere;Türkçe;Hale getirmek;rendere;True;correct;Doğru;1.0;;2;False;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:26;114;Qualcosa;İngilizce;Something;qualcosa;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:32;115;Mezzo di trasporto;İngilizce;Transportation;mezzo di trasporto;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:36;116;Fare;İngilizce;To do/ to make;fare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:49:40;117;Bisogno;İngilizce;Need;bisogno;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_050644;2026-07-22 05:06:51;1;Cosi cosi;Türkçe;Şöyle böyle / Eh işte;cosi cosi;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:06:59;2;Dormire;İngilizce;To sleep;dormire;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:07:03;3;Mano;Türkçe;El;mano;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:07:08;4;Chiedere;İngilizce;To ask / To request;chiedere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:07:11;5;Notte;İngilizce;Night;notte;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:07:15;6;Mi piace;İngilizce;I like;vorrei;False;confused_with_another_word;Başka kelimeyle karıştırma;0.143;Vorrei;1;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:07:31;7;İl più;Türkçe;En / En Çok;il piu;False;spelling_error;Yazım hatası;0.769;;1;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:07:45;8;Lavorare;Türkçe;Çalışmak;;False;no_recall;Hatırlayamama / boş cevap;0.0;;1;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:07:52;9;Soldi;İngilizce;Money;soldi;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:07:57;10;Mi dispiace;Türkçe;Üzgünüm;mi dispiace;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:08:01;11;Chiedere;Türkçe;Sormak / Rica etmek;chiedere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:08:07;12;Generalmente;İngilizce;Generally / usually;generalmente;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:08:44;13;Allo stesso tempo;İngilizce;At the same time;allo stesso tempo;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:08:48;14;Solo;İngilizce;Only / Alone;solo;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:08:54;15;Mattina;İngilizce;Morning;mattina;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:08:58;16;Tenere;İngilizce;To Hold / To Keep;tenere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:03;17;Mi piace;Türkçe;Hoşuma gidiyor / seviyorum;mi piace;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:11;18;Tornare;İngilizce;To return / to come back;tornare;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:16;19;İl più;Türkçe;En / En Çok;il più;False;spelling_error;Yazım hatası;0.923;;2;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:28;20;Mano;İngilizce;Hand;;False;no_recall;Hatırlayamama / boş cevap;0.0;;1;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:33;21;Lavorare;İngilizce;To work;lavorare;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:39;22;Dormire;Türkçe;Uyumak;dormire;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:45;23;Tenere;Türkçe;Tutmak / korumak;tenere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:48;24;Soldi;Türkçe;Para;soldi;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:09:58;25;Allo stesso tempo;Türkçe;Aynı zamanda;allo stesso tempo;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:06;26;İl più;İngilizce;The most;İl più;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:11;27;Notte;Türkçe;Gece;notte;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:16;28;Sono di;İngilizce;I am from;di sono;False;unknown_or_semantic_error;Bilinmeyen veya anlamsal hata;0.571;;1;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:23;29;Tornare;Türkçe;Dönmek / geri gelmek;tornare;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:27;30;Bere;Türkçe;İçmek;bere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:30;31;Mattina;Türkçe;Sabah;mattina;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:34;32;Sono di;İngilizce;I am from;sono di;True;correct;Doğru;1.0;;2;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:39;33;İl più;Türkçe;En / En Çok;İl più;True;correct;Doğru;1.0;;3;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:42;34;Quando;Türkçe;Ne zaman / -dığında;quando;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:47;35;Arrivare;Türkçe;Varmak / Ulaşmak;arrivare;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:51;36;Mi dispiace;İngilizce;I’m sorry;mi dispiace;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:54;37;Solo;Türkçe;Sadece / Yalnız;solo;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:10:59;38;Generalmente;Türkçe;Genellikle;generalmente;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:03;39;Sono di;Türkçe;….liyim / … denim;sono di;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:08;40;Mi piace;İngilizce;I like;mi piace;True;correct;Doğru;1.0;;2;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:11;41;Quando;İngilizce;When;quando;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:15;42;Lavorare;Türkçe;Çalışmak;lavorare;True;correct;Doğru;1.0;;2;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:23;43;Perche;Türkçe;Neden / Çünkü;perche;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:27;44;Perche;İngilizce;Why / Because;perche;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:31;45;Cosi cosi;İngilizce;So-so;cosi cosi;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:34;46;Arrivare;İngilizce;Arrive;arrivare;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:38;47;Mano;İngilizce;Hand;mano;True;correct;Doğru;1.0;;2;False;22.07.2026_05.06.44_attempts.csv
20260722_050644;2026-07-22 05:11:40;48;Bere;İngilizce;To drink;bere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.06.44_attempts.csv
20260722_053217;2026-07-22 05:32:22;1;Tornare;Türkçe;Dönmek / geri gelmek;portare;False;confused_with_another_word;Başka kelimeyle karıştırma;0.714;Portare;1;False;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:32:39;2;Mi piace;İngilizce;I like;mi piace;True;correct;Doğru;1.0;;1;True;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:32:48;3;Tornare;Türkçe;Dönmek / geri gelmek;tornare;True;correct;Doğru;1.0;;2;False;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:32:53;4;Mi dispiace;Türkçe;Üzgünüm;mi dsipiace;False;spelling_error;Yazım hatası;0.909;;1;False;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:33:07;5;Tornare;İngilizce;To return / to come back;tornare;True;correct;Doğru;1.0;;1;True;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:33:12;6;Bere;Türkçe;İçmek;bere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:33:17;7;Mi dispiace;İngilizce;I’m sorry;mi dispiace;True;correct;Doğru;1.0;;1;True;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:33:20;8;Bere;İngilizce;To drink;bere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:33:26;9;Mi dispiace;Türkçe;Üzgünüm;mi dispiace;True;correct;Doğru;1.0;;2;False;22.07.2026_05.32.17_attempts.csv
20260722_053217;2026-07-22 05:33:30;10;Mi piace;Türkçe;Hoşuma gidiyor / seviyorum;mi piace;True;correct;Doğru;1.0;;1;True;22.07.2026_05.32.17_attempts.csv
20260722_055234;2026-07-22 05:52:38;1;Bere;Türkçe;İçmek;bere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.52.34_attempts.csv
20260722_055234;2026-07-22 05:52:42;2;Mi dispiace;Türkçe;Üzgünüm;mi dispiace;True;correct;Doğru;1.0;;1;True;22.07.2026_05.52.34_attempts.csv
20260722_055234;2026-07-22 05:52:46;3;Mi dispiace;İngilizce;I’m sorry;mi piace;False;spelling_error;Yazım hatası;0.842;;1;False;22.07.2026_05.52.34_attempts.csv
20260722_055234;2026-07-22 05:52:50;4;Tornare;İngilizce;To return / to come back;tornare;True;correct;Doğru;1.0;;1;True;22.07.2026_05.52.34_attempts.csv
20260722_055234;2026-07-22 05:52:54;5;Mi dispiace;İngilizce;I’m sorry;mi dispiace;True;correct;Doğru;1.0;;2;False;22.07.2026_05.52.34_attempts.csv
20260722_055234;2026-07-22 05:52:57;6;Tornare;Türkçe;Dönmek / geri gelmek;tornare;True;correct;Doğru;1.0;;1;True;22.07.2026_05.52.34_attempts.csv
20260722_055234;2026-07-22 05:53:00;7;Bere;İngilizce;To drink;bere;True;correct;Doğru;1.0;;1;True;22.07.2026_05.52.34_attempts.csv
20260722_171233;2026-07-22 17:13:01;1;Mano;İngilizce;Hand;mano;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:13:08;2;Cosi cosi;İngilizce;So-so;cosi csoi;False;spelling_error;Yazım hatası;0.889;;1;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:13:19;3;Perche;İngilizce;Why / Because;perche;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:13:30;4;Tenere;Türkçe;Tutmak / korumak;Tenere;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:13:33;5;Solo;Türkçe;Sadece / Yalnız;Solo;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:13:38;6;Chiedere;Türkçe;Sormak / Rica etmek;Chiedere;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:13:43;7;Mi piace;Türkçe;Hoşuma gidiyor / seviyorum;Mi piace;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:00;8;Allo stesso tempo;İngilizce;At the same time;;False;no_recall;Hatırlayamama / boş cevap;0.0;;1;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:08;9;Bere;İngilizce;To drink;bere;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:12;10;Quando;İngilizce;When;quando;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:16;11;İl più;Türkçe;En / En Çok;il piu;False;spelling_error;Yazım hatası;0.769;;1;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:29;12;Tornare;İngilizce;To return / to come back;tornare;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:33;13;İl più;İngilizce;The most;il più;False;spelling_error;Yazım hatası;0.923;;1;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:46;14;Mattina;Türkçe;Sabah;mattina;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:50;15;Sono di;İngilizce;I am from;sono di;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:53;16;Soldi;İngilizce;Money;soldi;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:14:58;17;İl più;Türkçe;En / En Çok;il più;False;spelling_error;Yazım hatası;0.923;;2;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:15:42;18;Mi dispiace;Türkçe;Üzgünüm;mi dispiace;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:15:49;19;Notte;İngilizce;Night;notte;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:15:52;20;Notte;Türkçe;Gece;notte;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:15:57;21;Generalmente;İngilizce;Generally / usually;generalmente;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:16:06;22;Lavorare;Türkçe;Çalışmak;lavorare;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:16:14;23;Cosi cosi;Türkçe;Şöyle böyle / Eh işte;Cosi cosi;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:16:22;24;Lavorare;İngilizce;To work;lavorare;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:16:26;25;Generalmente;Türkçe;Genellikle;generalmente;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:16:32;26;Arrivare;Türkçe;Varmak / Ulaşmak;arrivare;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:16:46;27;İl più;İngilizce;The most;il piü.`~;False;unknown_or_semantic_error;Bilinmeyen veya anlamsal hata;0.625;;2;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:17:05;28;Allo stesso tempo;İngilizce;At the same time;stesso tempo;False;spelling_error;Yazım hatası;0.828;;2;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:17:13;29;Mano;Türkçe;El;mano;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:17:17;30;Chiedere;İngilizce;To ask / To request;chiedere;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:17:22;31;Cosi cosi;İngilizce;So-so;Cosi cosi;True;correct;Doğru;1.0;;2;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:17:24;32;Bere;Türkçe;İçmek;bere;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:17:30;33;İl più;Türkçe;En / En Çok;il più;False;spelling_error;Yazım hatası;0.923;;3;False;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:18:07;34;Quando;Türkçe;Ne zaman / -dığında;quando;True;correct;Doğru;1.0;;1;True;22.07.2026_17.12.33_attempts.csv
20260722_171233;2026-07-22 17:18:11;35;Perche;Türkçe;Neden / Çünkü;peche;False;spelling_error;Yazım hatası;0.909;;1;False;22.07.2026_17.12.33_attempts.csv
